customer_id,gender,senior_citizen,partner,dependents,tenure_months,internet_service,contract,monthly_charges,total_charges,payment_method,paperless_billing,tech_support,device_protection,churn
CUST101331,Female,0,No,Yes,27,DSL,Two year,97.48,2737.51,Bank transfer,Yes,Yes,No internet,No
CUST101332,Female,0,No,Yes,17,Fiber optic,Two year,63.89,1028.17,Credit card,No,Yes,No internet,No
CUST101333,Male,0,Yes,No,60,DSL,Month-to-month,95.35,5803.5,Bank transfer,No,No,Yes,No
CUST101334,Female,0,No,No,64,Fiber optic,Month-to-month,84.21,5463.44,Mailed check,No,No,No,Yes
CUST101335,Male,0,Yes,Yes,35,DSL,Month-to-month,131.04,4591.45,Mailed check,Yes,Yes,Yes,No
CUST101336,Male,0,No,No,70,Fiber optic,Month-to-month,63.78,4536.38,Credit card,Yes,No internet,No,Yes
CUST101337,Female,1,No,No,30,DSL,Two year,22.6,738.86,Electronic check,Yes,No internet,Yes,No
CUST101338,Female,1,Yes,No,71,Fiber optic,Month-to-month,36.18,2668.57,Electronic check,Yes,No,Yes,No
CUST101339,Female,1,Yes,No,63,DSL,Month-to-month,72.3,4601.21,Bank transfer,No,Yes,No,No
CUST101340,Male,0,Yes,No,28,Fiber optic,Two year,97.7,2795.98,Bank transfer,Yes,No,No internet,No
CUST101341,Male,1,No,No,60,DSL,Two year,55.69,3259.77,Bank transfer,Yes,No,No,No
CUST101342,Female,0,Yes,No,37,Fiber optic,Month-to-month,66.23,2450.34,Electronic check,No,No,No internet,No
CUST101343,Female,0,No,Yes,22,DSL,One year,89.12,1900.65,Electronic check,Yes,Yes,No internet,No
CUST101344,Male,0,No,No,68,Fiber optic,One year,47.87,3350.8,Credit card,Yes,Yes,No,No
CUST101345,Male,0,No,No,20,Fiber optic,Two year,56.72,1025.75,Electronic check,No,No internet,Yes,No
CUST101346,Female,1,No,Yes,68,DSL,One year,42.81,2736.01,Electronic check,Yes,Yes,No,No
CUST101347,Female,0,Yes,Yes,64,Fiber optic,One year,101.46,6380.17,Mailed check,Yes,No,Yes,No
CUST101348,Female,0,Yes,No,17,Fiber optic,Month-to-month,110.54,1860.96,Credit card,Yes,No,Yes,Yes
CUST101349,Male,0,No,No,12,No,Month-to-month,32.51,228.24,Credit card,Yes,No,No,No
CUST101350,Male,1,Yes,No,22,No,One year,68.45,1354.46,Credit card,Yes,No,No internet,No
CUST101351,Female,0,Yes,Yes,17,DSL,Two year,107.18,1875.25,Electronic check,Yes,No,No,No
CUST101352,Male,0,No,No,10,Fiber optic,Two year,81.97,708.26,Mailed check,Yes,No,No,No
CUST101353,Male,0,Yes,No,65,Fiber optic,Two year,59.77,3965.45,Electronic check,Yes,No,No,No
CUST101354,Male,0,No,Yes,22,DSL,Month-to-month,33.35,627.95,Credit card,Yes,Yes,No,Yes
CUST101355,Female,0,Yes,No,50,Fiber optic,One year,100.82,4870.06,Mailed check,No,No,No,No
CUST101356,Female,0,No,Yes,14,No,Two year,81.01,1051.84,Electronic check,Yes,No,No,No
CUST101357,Female,0,Yes,No,64,Fiber optic,One year,35.18,2148.47,Bank transfer,No,No,No,No
CUST101358,Male,1,No,No,47,No,Month-to-month,101.75,4678.79,Mailed check,Yes,No,No internet,No
CUST101359,Male,1,Yes,No,29,DSL,Month-to-month,31.99,918.95,Mailed check,Yes,Yes,No,Yes
CUST101360,Female,0,No,No,36,DSL,Two year,66.49,2407.26,Credit card,No,No,Yes,No
CUST101361,Female,0,No,Yes,52,Fiber optic,Month-to-month,65.38,3510.33,Electronic check,No,Yes,No,No
CUST101362,Male,0,Yes,Yes,7,No,Two year,112.46,758.21,Electronic check,No,No internet,No,No
CUST101363,Female,0,Yes,Yes,29,Fiber optic,Month-to-month,65.47,1921.56,Electronic check,Yes,No internet,No,Yes
CUST101364,Male,0,Yes,No,11,DSL,One year,65.38,612.84,Electronic check,Yes,Yes,Yes,No
CUST101365,Female,0,Yes,No,33,DSL,One year,37.92,1178.74,Electronic check,No,Yes,No,Yes
CUST101366,Female,1,Yes,No,6,Fiber optic,One year,55.99,439.96,Bank transfer,No,No,No,No
CUST101367,Female,0,No,No,32,Fiber optic,Month-to-month,51.57,1762.61,Electronic check,No,No internet,No,Yes
CUST101368,Male,0,No,No,51,DSL,Two year,52.87,2823.37,Credit card,No,No,No,No
CUST101369,Female,1,No,Yes,58,Fiber optic,One year,72.16,4175.22,Electronic check,No,No,No,No
CUST101370,Female,0,Yes,No,26,DSL,Month-to-month,20.0,414.05,Electronic check,No,No,No internet,No
CUST101371,Female,0,No,No,46,Fiber optic,One year,34.24,1512.54,Electronic check,Yes,Yes,Yes,Yes
CUST101372,Male,0,No,Yes,29,Fiber optic,Month-to-month,69.22,1981.15,Bank transfer,No,No,Yes,No
CUST101373,Male,0,Yes,No,4,DSL,Month-to-month,75.03,254.91,Mailed check,Yes,Yes,No,Yes
CUST101374,Female,0,No,No,13,DSL,Month-to-month,66.16,869.15,Credit card,Yes,No,Yes,Yes
CUST101375,Female,0,No,No,39,Fiber optic,Two year,70.98,2828.32,Credit card,No,Yes,No,No
CUST101376,Female,0,Yes,Yes,15,No,Month-to-month,61.77,844.23,Credit card,No,No,Yes,No
CUST101377,Female,0,No,No,29,No,One year,71.54,2228.06,Bank transfer,No,No internet,Yes,No
CUST101378,Female,0,Yes,No,29,DSL,Month-to-month,82.85,2408.61,Electronic check,Yes,No,Yes,No
CUST101379,Male,0,No,Yes,32,Fiber optic,Month-to-month,82.68,2754.39,Credit card,Yes,No,No internet,Yes
CUST101380,Male,0,No,Yes,2,Fiber optic,Two year,54.78,143.43,Credit card,No,Yes,No internet,No
CUST101381,Male,1,Yes,Yes,47,DSL,One year,94.88,4631.86,Credit card,No,No,No,No
CUST101382,Female,0,No,No,22,DSL,Two year,75.93,1577.41,Electronic check,Yes,Yes,No,No
CUST101383,Male,0,No,Yes,27,Fiber optic,Month-to-month,102.81,2734.77,Bank transfer,Yes,No,No,No
CUST101384,Female,0,Yes,No,67,DSL,Month-to-month,107.82,7183.11,Electronic check,No,Yes,Yes,No
CUST101385,Male,0,No,No,56,Fiber optic,Two year,35.93,2026.71,Electronic check,Yes,Yes,Yes,No
CUST101386,Female,0,No,No,21,Fiber optic,One year,50.52,1070.98,Bank transfer,Yes,Yes,No internet,Yes
CUST101387,Male,0,No,Yes,47,DSL,Month-to-month,92.34,4371.09,Credit card,Yes,Yes,No,No
CUST101388,Female,0,Yes,No,59,DSL,Month-to-month,30.38,1803.62,Bank transfer,Yes,No,No internet,No
CUST101389,Male,0,No,No,6,Fiber optic,Two year,107.5,689.59,Credit card,Yes,No,No,No
CUST101390,Male,0,Yes,No,19,DSL,Month-to-month,63.4,1165.89,Electronic check,Yes,Yes,No,No
CUST101391,Female,1,No,No,57,No,One year,86.38,4961.07,Electronic check,Yes,No,Yes,Yes
CUST101392,Female,0,No,No,69,DSL,Month-to-month,69.09,4992.41,Bank transfer,Yes,No,No internet,No
CUST101393,Female,0,Yes,No,3,DSL,Month-to-month,37.19,111.93,Mailed check,Yes,No,No,No
CUST101394,Female,1,No,Yes,1,Fiber optic,Two year,98.39,98.39,Credit card,No,No,Yes,No
CUST101395,Female,0,No,No,58,Fiber optic,Month-to-month,140.77,8114.49,Electronic check,No,Yes,Yes,Yes
CUST101396,Male,0,Yes,Yes,38,Fiber optic,Month-to-month,59.12,2209.8,Mailed check,Yes,Yes,No,Yes
CUST101397,Male,0,Yes,No,15,DSL,Two year,63.94,888.23,Mailed check,Yes,No,Yes,No
CUST101398,Male,0,No,No,34,DSL,Month-to-month,20.0,689.78,Electronic check,Yes,No internet,Yes,No
CUST101399,Female,0,No,No,61,Fiber optic,Month-to-month,105.79,6517.11,Credit card,No,No,No,No
CUST101400,Male,0,No,Yes,35,Fiber optic,One year,94.79,3213.64,Mailed check,Yes,No,Yes,No
CUST101401,Male,1,Yes,No,64,Fiber optic,Month-to-month,28.67,1699.33,Mailed check,No,No,No,No
CUST101402,Male,0,Yes,No,25,Fiber optic,Month-to-month,20.38,707.42,Credit card,No,No,Yes,Yes
CUST101403,Male,1,Yes,No,24,No,Month-to-month,23.27,483.47,Electronic check,No,No,No,No
CUST101404,Female,0,No,Yes,12,DSL,One year,88.13,1170.63,Credit card,Yes,No,No,No
CUST101405,Female,0,No,No,18,Fiber optic,One year,90.62,1692.05,Electronic check,No,No,Yes,No
CUST101406,Male,0,No,No,15,DSL,One year,48.92,685.51,Electronic check,No,No,No,No
CUST101407,Male,0,No,Yes,27,DSL,Month-to-month,84.48,2217.94,Credit card,Yes,No,No,Yes
CUST101408,Male,0,Yes,Yes,72,DSL,One year,75.97,5421.48,Credit card,Yes,No,No,No
CUST101409,Male,0,No,No,60,Fiber optic,Two year,62.82,3733.84,Mailed check,Yes,Yes,No,No
CUST101410,Male,0,Yes,No,46,Fiber optic,Month-to-month,96.25,4477.04,Bank transfer,Yes,No,No internet,No
CUST101411,Male,0,Yes,No,17,Fiber optic,One year,,600.54,Credit card,No,No,No,No
CUST101412,Female,0,No,Yes,53,DSL,One year,100.69,5439.12,Electronic check,No,No internet,Yes,Yes
CUST101413,Male,0,Yes,No,8,DSL,Two year,53.79,379.19,Electronic check,Yes,No,No,No
CUST101414,Male,1,No,Yes,27,DSL,Two year,116.54,3029.52,Mailed check,Yes,Yes,No,No
CUST101415,Male,0,No,Yes,46,Fiber optic,Month-to-month,46.87,2170.82,Electronic check,No,Yes,No,No
CUST101416,Male,0,No,Yes,50,Fiber optic,Month-to-month,63.21,3352.78,Electronic check,Yes,No,Yes,Yes
CUST101417,Male,0,No,Yes,71,Fiber optic,Month-to-month,73.46,5148.49,Credit card,Yes,Yes,Yes,Yes
CUST101418,Male,0,No,No,3,No,Month-to-month,73.31,230.24,Electronic check,Yes,No internet,No internet,Yes
CUST101419,Male,0,Yes,No,64,Fiber optic,Month-to-month,84.27,5404.59,Credit card,No,Yes,No,Yes
CUST101420,Male,0,Yes,No,44,Fiber optic,Two year,39.86,1904.67,Mailed check,No,No internet,No,No
CUST101421,Male,0,No,No,53,No,Month-to-month,71.07,3691.62,Bank transfer,Yes,No,No,No
CUST101422,Male,0,Yes,No,24,DSL,Month-to-month,75.45,1885.7,Bank transfer,Yes,No internet,Yes,No
CUST101423,Female,0,Yes,No,60,DSL,One year,58.81,3414.74,Mailed check,Yes,Yes,No,No
CUST101424,Male,0,Yes,Yes,3,Fiber optic,Month-to-month,82.1,264.09,Electronic check,Yes,No,No,Yes
CUST101425,Male,0,No,Yes,20,DSL,Two year,38.34,825.75,Electronic check,No,Yes,No,No
CUST101426,Female,0,No,No,46,Fiber optic,Two year,63.84,3016.95,Bank transfer,Yes,Yes,Yes,No
CUST101427,Male,0,Yes,No,15,DSL,Month-to-month,53.17,688.09,Electronic check,Yes,Yes,No,Yes
CUST101428,Male,0,Yes,No,25,Fiber optic,Month-to-month,63.91,1436.72,Electronic check,Yes,No,Yes,Yes
CUST101429,Male,0,No,Yes,71,Fiber optic,Month-to-month,108.18,7664.98,Credit card,Yes,Yes,No internet,No
CUST101430,Male,0,Yes,No,17,DSL,One year,108.66,1801.63,Credit card,No,No internet,No,No
CUST101431,Female,0,No,Yes,9,DSL,Month-to-month,103.76,820.29,Mailed check,Yes,Yes,No,No
CUST101432,Male,0,Yes,Yes,38,DSL,One year,60.44,2192.27,Electronic check,Yes,No,No,No
CUST101433,Male,0,No,Yes,48,Fiber optic,Two year,94.69,4506.87,Bank transfer,No,Yes,No internet,No
CUST101434,Male,0,Yes,Yes,60,Fiber optic,Month-to-month,74.81,4625.34,Credit card,Yes,No,No internet,No
CUST101435,Male,0,Yes,Yes,63,DSL,Two year,73.14,4509.28,Electronic check,Yes,Yes,Yes,No
CUST101436,Male,0,No,Yes,2,DSL,Month-to-month,70.07,211.46,Electronic check,Yes,No internet,No,No
CUST101437,Female,0,No,No,72,No,Two year,115.96,8231.42,Credit card,Yes,No,No,No
CUST101438,Female,0,Yes,No,11,DSL,Month-to-month,106.15,1107.36,Credit card,No,No internet,Yes,Yes
CUST101439,Male,0,Yes,Yes,64,DSL,One year,90.62,5677.1,Credit card,Yes,Yes,No internet,No
CUST101440,Female,0,Yes,No,72,No,Month-to-month,67.74,5051.1,Electronic check,Yes,No,Yes,No
CUST101441,Female,0,Yes,No,21,Fiber optic,Two year,72.99,1609.3,Mailed check,No,No,Yes,No
CUST101442,Female,0,Yes,Yes,18,Fiber optic,Month-to-month,85.26,1590.79,Bank transfer,Yes,No,Yes,No
CUST101443,Male,0,No,Yes,64,Fiber optic,Month-to-month,58.96,3825.47,Electronic check,No,No,No,Yes
CUST101444,Male,0,Yes,No,38,Fiber optic,One year,95.46,3562.89,Electronic check,Yes,No internet,No internet,Yes
CUST101445,Female,0,No,No,32,DSL,Month-to-month,48.97,1569.89,Electronic check,Yes,Yes,No,Yes
CUST101446,Female,0,No,No,11,DSL,One year,81.8,816.17,Mailed check,Yes,No,Yes,No
CUST101447,Male,0,Yes,No,45,DSL,Two year,20.0,1115.53,Mailed check,Yes,Yes,Yes,Yes
CUST101448,Female,0,Yes,Yes,33,Fiber optic,Month-to-month,58.23,1831.61,Credit card,Yes,Yes,No internet,No
CUST101449,Male,0,No,No,41,Fiber optic,Month-to-month,123.94,5012.69,Bank transfer,Yes,No,Yes,No
CUST101450,Male,0,No,Yes,8,Fiber optic,Month-to-month,97.9,911.49,Credit card,Yes,No internet,No internet,Yes
CUST101451,Female,0,Yes,No,11,DSL,One year,110.39,1205.91,Credit card,Yes,No internet,No internet,No
CUST101452,Male,0,No,No,51,Fiber optic,Month-to-month,55.32,2869.64,Electronic check,Yes,No,No,Yes
CUST101453,Female,0,Yes,Yes,41,DSL,Month-to-month,74.59,3051.67,Electronic check,Yes,No internet,No internet,Yes
CUST101454,Female,1,Yes,No,17,Fiber optic,Month-to-month,104.05,1713.7,Mailed check,Yes,No,Yes,Yes
CUST101455,Female,0,Yes,No,46,Fiber optic,Month-to-month,87.83,3985.1,Electronic check,Yes,No,No internet,No
CUST101456,Male,0,No,Yes,32,DSL,Two year,84.71,2779.73,Credit card,Yes,Yes,Yes,Yes
CUST101457,Female,0,No,Yes,54,DSL,Month-to-month,112.76,6107.23,Electronic check,No,No,No,No
CUST101458,Male,0,Yes,No,20,Fiber optic,One year,45.99,1016.04,Electronic check,Yes,Yes,No,No
CUST101459,Female,1,No,No,33,DSL,One year,67.39,2319.1,Bank transfer,Yes,Yes,No,No
CUST101460,Male,0,Yes,No,40,No,One year,28.15,1172.16,Mailed check,Yes,No,Yes,No
CUST101461,Female,0,No,Yes,32,No,Month-to-month,44.62,1511.65,Bank transfer,Yes,No,No,No
CUST101462,Female,0,No,Yes,2,DSL,One year,98.85,240.67,Mailed check,No,No,No,No
CUST101463,Male,0,Yes,No,33,DSL,Two year,49.07,1649.75,Electronic check,Yes,No internet,No internet,No
CUST101464,Male,0,Yes,No,30,Fiber optic,Month-to-month,90.39,2685.78,Electronic check,Yes,No,No,Yes
CUST101465,Female,0,No,Yes,33,DSL,Month-to-month,113.46,3608.81,Credit card,Yes,Yes,No,No
CUST101466,Male,0,Yes,No,26,Fiber optic,Month-to-month,67.55,1705.53,Electronic check,No,No,No internet,No
CUST101467,Female,0,Yes,Yes,22,No,Month-to-month,85.0,1985.78,Electronic check,Yes,No,No internet,No
CUST101468,Female,0,Yes,Yes,66,Fiber optic,Month-to-month,90.58,6001.35,Mailed check,No,No internet,No,Yes
CUST101469,Male,1,No,Yes,38,Fiber optic,One year,41.46,1543.32,Electronic check,Yes,No internet,No,No
CUST101470,Male,0,No,Yes,46,DSL,Month-to-month,56.59,2699.28,Mailed check,Yes,No,No,No
CUST101471,Female,0,Yes,No,15,Fiber optic,Month-to-month,46.91,667.83,Bank transfer,Yes,No,No,No
CUST101472,Female,1,No,No,44,Fiber optic,One year,58.58,2634.14,Credit card,Yes,No,No internet,No
CUST101473,Female,1,No,Yes,49,DSL,Month-to-month,89.9,4511.48,Bank transfer,Yes,Yes,No,Yes
CUST101474,Female,0,No,No,61,DSL,One year,57.12,3532.91,Electronic check,Yes,Yes,Yes,No
CUST101475,Male,0,No,No,67,DSL,Month-to-month,71.12,4849.98,Mailed check,Yes,No,Yes,No
CUST101476,Female,0,Yes,No,6,Fiber optic,Two year,45.94,313.45,Electronic check,Yes,No internet,No,No
CUST101477,Male,0,No,No,9,DSL,Month-to-month,102.66,771.56,Electronic check,Yes,No internet,No,Yes
CUST101478,Female,1,No,No,6,Fiber optic,One year,58.37,455.08,Mailed check,Yes,Yes,Yes,No
CUST101479,Male,0,Yes,Yes,32,Fiber optic,Two year,110.07,3586.43,Electronic check,Yes,No,No,No
CUST101480,Female,0,Yes,No,41,DSL,Month-to-month,73.52,2989.97,Bank transfer,Yes,No internet,No,No
CUST101481,Male,1,No,No,8,DSL,Month-to-month,36.83,247.64,Bank transfer,Yes,No,Yes,Yes
CUST101482,Female,0,Yes,No,72,DSL,One year,67.72,4885.73,Credit card,Yes,Yes,Yes,No
CUST101483,Male,1,No,No,50,DSL,Month-to-month,45.43,2175.56,Bank transfer,No,No,No internet,No
CUST101484,Male,1,No,Yes,62,Fiber optic,Two year,86.73,5452.69,Electronic check,Yes,No,Yes,No
CUST101485,Male,0,Yes,No,62,DSL,Two year,65.47,4047.06,Mailed check,No,No,Yes,No
CUST101486,Female,0,Yes,No,7,Fiber optic,Month-to-month,76.08,460.63,Electronic check,No,No,Yes,No
CUST101487,Male,0,Yes,No,4,No,Month-to-month,62.77,304.24,Mailed check,No,No,Yes,No
CUST101488,Male,1,Yes,Yes,6,DSL,Month-to-month,58.12,386.7,Electronic check,Yes,Yes,Yes,No
CUST101489,Female,1,Yes,No,58,DSL,Month-to-month,47.66,2829.63,Electronic check,No,No,No,Yes
CUST101490,Female,0,Yes,No,22,DSL,One year,92.91,1941.26,Mailed check,No,No,No,No
CUST101491,Female,0,Yes,No,26,DSL,One year,67.67,1818.36,Bank transfer,No,Yes,No,No
CUST101492,Male,0,Yes,No,3,DSL,Month-to-month,64.13,335.31,Bank transfer,Yes,No internet,Yes,Yes
CUST101493,Male,0,Yes,No,41,Fiber optic,Month-to-month,67.04,2745.21,Mailed check,No,Yes,No,No
CUST101494,Male,0,No,Yes,60,Fiber optic,Month-to-month,55.03,3293.29,Mailed check,Yes,No,Yes,Yes
CUST101495,Male,0,No,No,14,DSL,Month-to-month,64.22,787.86,Mailed check,Yes,No internet,No internet,No
CUST101496,Female,0,No,Yes,12,No,Two year,77.14,932.25,Bank transfer,No,Yes,Yes,No
CUST101497,Male,0,Yes,No,12,Fiber optic,Month-to-month,46.15,471.94,Electronic check,Yes,No,No internet,Yes
CUST101498,Female,1,Yes,No,13,Fiber optic,Two year,49.77,740.42,Bank transfer,No,No,No,No
CUST101499,Male,0,Yes,Yes,25,Fiber optic,One year,106.46,2855.61,Bank transfer,Yes,Yes,No,No
CUST101500,Female,0,No,No,45,DSL,One year,62.93,3027.99,Electronic check,Yes,No internet,No,Yes
CUST101501,Female,0,No,Yes,19,Fiber optic,Month-to-month,58.21,1037.51,Electronic check,No,Yes,No,No
CUST101502,Male,1,No,Yes,55,Fiber optic,One year,38.4,2052.98,Electronic check,No,No,No,No
CUST101503,Male,0,Yes,Yes,45,DSL,One year,93.27,4245.56,Mailed check,Yes,Yes,No,No
CUST101504,Male,0,Yes,No,8,DSL,One year,45.6,346.4,Bank transfer,Yes,Yes,No internet,No
CUST101505,Female,0,Yes,No,53,Fiber optic,Month-to-month,71.62,3796.98,Electronic check,Yes,No internet,No,Yes
CUST101506,Female,0,No,No,55,Fiber optic,Month-to-month,29.3,1807.85,Mailed check,Yes,No,Yes,No
CUST101507,Male,0,No,No,32,DSL,One year,92.45,2871.7,Credit card,Yes,Yes,No internet,No
CUST101508,Female,0,No,No,51,Fiber optic,Month-to-month,101.42,5193.75,Electronic check,No,No,No,No
CUST101509,Male,0,No,No,44,No,Month-to-month,84.11,3731.3,Electronic check,No,No,No,No
CUST101510,Male,0,Yes,No,70,DSL,Two year,33.64,2438.8,Mailed check,Yes,No internet,No internet,No
CUST101511,Male,0,No,No,18,Fiber optic,Month-to-month,92.97,1604.45,Bank transfer,Yes,No,No internet,Yes
CUST101512,Male,0,Yes,Yes,22,DSL,Month-to-month,51.32,1247.71,Bank transfer,Yes,No internet,Yes,No
CUST101513,Female,0,Yes,Yes,37,Fiber optic,Month-to-month,42.73,1602.0,Mailed check,No,No,Yes,No
CUST101514,Male,0,No,No,56,Fiber optic,One year,62.41,3428.66,Credit card,No,No,Yes,No
CUST101515,Female,0,No,Yes,59,No,Month-to-month,61.92,3638.83,Bank transfer,Yes,No internet,No,No
CUST101516,Female,0,Yes,No,3,DSL,One year,59.37,258.31,Electronic check,Yes,Yes,No,No
CUST101517,Female,0,No,No,28,Fiber optic,Month-to-month,103.84,3074.13,Bank transfer,Yes,Yes,No,Yes
CUST101518,Female,0,Yes,No,35,Fiber optic,Month-to-month,122.3,4252.39,Electronic check,No,Yes,No,Yes
CUST101519,Female,0,No,Yes,61,Fiber optic,One year,37.77,2473.26,Bank transfer,Yes,,Yes,No
CUST101520,Male,1,Yes,No,54,Fiber optic,Month-to-month,54.78,3057.51,Electronic check,No,Yes,Yes,Yes
CUST101521,Female,0,No,No,63,DSL,Two year,75.57,4720.06,Bank transfer,Yes,No,No internet,No
CUST101522,Male,0,Yes,Yes,7,Fiber optic,Month-to-month,62.28,484.15,Electronic check,No,No,No internet,No
CUST101523,Male,0,No,No,49,No,Month-to-month,81.98,4086.79,Credit card,Yes,No,Yes,Yes
CUST101524,Male,0,No,Yes,31,Fiber optic,Month-to-month,94.9,2922.72,Electronic check,No,No,Yes,No
CUST101525,Male,0,No,No,58,DSL,Month-to-month,90.73,5210.79,Bank transfer,No,Yes,No,Yes
CUST101526,Female,0,Yes,Yes,61,No,Two year,87.24,5310.95,Electronic check,No,No,Yes,No
CUST101527,Female,0,No,No,24,DSL,Two year,113.48,2692.53,Credit card,No,No,Yes,No
CUST101528,Male,0,Yes,Yes,20,Fiber optic,Month-to-month,32.28,667.68,Credit card,Yes,Yes,No,Yes
CUST101529,Male,1,Yes,Yes,37,Fiber optic,One year,109.0,4207.61,Electronic check,Yes,No internet,Yes,No
CUST101530,Male,0,No,Yes,4,Fiber optic,One year,61.68,283.42,Credit card,Yes,No,No,No
CUST101531,Male,1,No,No,20,No,Month-to-month,91.63,1977.31,Mailed check,Yes,No internet,No internet,Yes
CUST101532,Male,0,No,Yes,60,No,Month-to-month,46.26,2821.07,Bank transfer,Yes,Yes,No internet,No
CUST101533,Male,0,Yes,Yes,24,No,Two year,49.29,1414.43,Bank transfer,No,No,No,No
CUST101534,Female,0,Yes,No,50,DSL,Two year,88.55,4362.41,Electronic check,No,No,No,Yes
CUST101535,Female,1,Yes,Yes,49,Fiber optic,Two year,23.78,999.96,Credit card,Yes,No,No,No
CUST101536,Female,0,Yes,No,51,No,One year,96.74,4955.6,Mailed check,No,No,Yes,No
CUST101537,Female,0,Yes,No,36,No,One year,103.5,3757.95,Electronic check,Yes,No internet,No,No
CUST101538,Male,0,No,No,66,Fiber optic,Month-to-month,76.44,5171.14,Credit card,No,No,Yes,No
CUST101539,Female,1,Yes,No,34,Fiber optic,Month-to-month,75.54,2720.72,Bank transfer,Yes,No,Yes,No
CUST101540,Female,0,No,No,36,DSL,Month-to-month,51.16,1717.03,Electronic check,Yes,No internet,No,Yes
CUST101541,Male,0,No,No,6,Fiber optic,One year,88.86,519.38,Electronic check,Yes,No,Yes,Yes
CUST101542,Female,1,Yes,No,39,Fiber optic,One year,80.69,3158.03,Bank transfer,No,No,No internet,No
CUST101543,Male,1,Yes,No,42,No,Two year,48.96,1964.03,Electronic check,No,Yes,No internet,No
CUST101544,Male,0,No,Yes,58,No,Two year,62.21,3596.99,Credit card,Yes,No internet,Yes,No
CUST101545,Male,1,Yes,No,12,Fiber optic,Two year,68.02,903.51,Bank transfer,Yes,No,Yes,No
CUST101546,Male,0,No,No,3,Fiber optic,Two year,62.18,279.53,Electronic check,No,No,Yes,No
CUST101547,Male,0,Yes,No,18,DSL,Month-to-month,37.93,712.7,Mailed check,Yes,Yes,No internet,No
CUST101548,Female,0,No,No,40,DSL,One year,89.48,3714.88,Mailed check,Yes,No,Yes,No
CUST101549,Male,0,No,No,21,Fiber optic,One year,65.91,1411.99,Mailed check,Yes,No,No,No
CUST101550,Female,0,Yes,No,15,DSL,Month-to-month,72.38,1188.03,Credit card,No,No,Yes,No
CUST101551,Male,0,Yes,Yes,26,No,Two year,57.54,1428.97,Credit card,Yes,No,No,No
CUST101552,Male,0,Yes,No,8,No,Two year,83.88,609.26,Bank transfer,Yes,Yes,No,No
CUST101553,Male,0,Yes,No,42,Fiber optic,Month-to-month,76.97,3398.91,Mailed check,Yes,Yes,No,No
CUST101554,Female,1,Yes,No,44,Fiber optic,Month-to-month,102.32,4463.05,Electronic check,No,No,No,Yes
CUST101555,Male,0,Yes,Yes,14,No,One year,84.01,1257.23,Bank transfer,Yes,Yes,No,No
CUST101556,Female,0,Yes,No,2,Fiber optic,One year,66.93,91.7,Bank transfer,No,No,No,No
CUST101557,Female,0,Yes,No,37,DSL,Two year,53.51,2011.09,Bank transfer,Yes,No,No,No
CUST101558,Female,0,Yes,Yes,69,Fiber optic,Month-to-month,93.65,6450.99,Electronic check,Yes,No internet,No internet,No
CUST101559,Male,0,No,Yes,38,Fiber optic,Month-to-month,64.94,2525.01,Credit card,No,Yes,No,Yes
CUST101560,Female,0,Yes,No,41,Fiber optic,Month-to-month,67.71,2832.98,Electronic check,Yes,Yes,No,Yes
CUST101561,Male,0,Yes,No,62,Fiber optic,Month-to-month,67.7,4144.48,Bank transfer,No,No,No,No
CUST101562,Male,1,No,No,60,No,Month-to-month,61.96,3777.59,Bank transfer,No,No,Yes,No
CUST101563,Male,0,Yes,No,14,Fiber optic,Two year,68.14,862.56,Bank transfer,No,Yes,No internet,No
CUST101564,Male,0,No,No,2,No,Month-to-month,120.16,378.38,Mailed check,Yes,No,Yes,No
CUST101565,Male,1,No,No,70,No,Month-to-month,45.8,3234.74,Bank transfer,No,No,Yes,No
CUST101566,Male,0,Yes,Yes,17,Fiber optic,Month-to-month,51.64,635.66,Electronic check,No,Yes,No,Yes
CUST101567,Female,0,No,No,28,DSL,Month-to-month,106.61,2880.4,Bank transfer,No,Yes,Yes,No
CUST101568,Male,0,Yes,No,66,Fiber optic,Two year,62.63,4188.33,Electronic check,No,No internet,No,No
CUST101569,Male,1,No,No,35,DSL,One year,60.73,2202.4,Mailed check,Yes,Yes,Yes,No
CUST101570,Female,0,Yes,No,5,DSL,One year,97.87,458.09,Electronic check,No,Yes,No internet,Yes
CUST101571,Female,0,No,No,65,Fiber optic,Month-to-month,36.5,2385.06,Credit card,Yes,Yes,No internet,No
CUST101572,Male,0,No,Yes,40,Fiber optic,Month-to-month,92.54,3759.65,Bank transfer,Yes,No,No,No
CUST101573,Male,1,Yes,Yes,56,DSL,Month-to-month,73.14,4200.73,Bank transfer,No,No,No,Yes
CUST101574,Female,0,No,Yes,36,No,Month-to-month,83.62,3082.95,Bank transfer,No,Yes,Yes,No
CUST101575,Female,0,No,Yes,45,Fiber optic,Two year,83.15,3696.92,Credit card,No,Yes,No,No
CUST101576,Male,0,No,Yes,23,DSL,Month-to-month,56.3,1404.04,Electronic check,No,Yes,No,No
CUST101577,Female,0,No,No,47,Fiber optic,One year,98.28,4445.29,Bank transfer,Yes,No,Yes,No
CUST101578,Female,0,No,No,31,DSL,Month-to-month,58.25,1783.36,Bank transfer,Yes,Yes,No internet,No
CUST101579,Male,1,No,Yes,11,Fiber optic,One year,82.22,954.02,Electronic check,Yes,No internet,No,Yes
CUST101580,Female,0,No,No,10,DSL,Two year,102.94,932.92,Electronic check,Yes,Yes,Yes,No
